income,loan_amount,interest_rate,previous_loan_status,loan_approved,default_risk_score
387771,401133,11.1,0,0,75.57
437199,262628,9.07,1,0,43.73
1198757,161889,9.41,1,1,28.19
960129,312063,5.61,0,0,23.75
835329,361467,6.39,1,1,39.06
840473,1012824,8.93,1,0,81.11
377164,1059602,12.0,1,0,100.0
1705463,402053,5.48,0,0,26.99
1783214,1144681,8.35,1,0,45.49
951518,182957,11.95,1,1,38.43
713313,1025323,12.92,1,0,99.88
1242726,51049,6.9,1,1,11.84
1317063,627569,12.31,1,0,48.81
348694,1403991,14.55,1,0,100.0
323853,1165273,14.07,1,0,100.0
1563837,509567,12.89,0,0,41.31
435062,1135110,12.12,0,0,100.0
1700186,1191610,7.35,0,0,47.13
433077,1156673,11.34,1,0,100.0
1087516,337181,11.43,1,1,35.71
1272358,479223,9.07,0,0,41.6
1758068,601566,9.93,1,1,34.07
854224,1096417,11.94,1,0,86.9
1657384,1024687,14.52,1,0,55.08
353245,1459893,7.95,1,0,100.0
1370834,874726,7.46,0,0,42.87
1884532,1030013,11.02,0,0,47.94
654418,54694,6.31,1,1,20.22
1731192,632438,10.83,0,0,42.84
1634904,595844,5.89,1,1,33.42
1755157,1294119,9.91,1,0,60.83
1672542,623374,11.2,1,1,45.15
478710,724267,5.7,1,0,89.75
862550,822687,7.07,1,1,62.65
1206111,1278135,8.35,1,0,70.3
762621,1079621,8.69,1,0,83.29
1632649,673756,11.76,1,1,46.38
1984841,869819,10.29,0,0,39.76
813859,1008254,8.82,1,0,82.87
1368839,1074446,9.51,1,0,58.8
1798099,566304,5.13,0,0,30.88
200159,973098,12.71,1,0,100.0
1916081,122356,5.41,1,1,16.25
1198413,309925,13.29,1,0,39.99
1411569,658919,10.41,1,1,48.48
567003,295702,10.28,1,1,44.3
1395885,846961,12.05,1,0,50.03
1356083,82175,13.6,1,0,30.67
1263319,1378395,14.43,1,0,83.63
1294677,486374,10.43,0,0,37.76
1491293,883230,6.51,0,0,47.5
845822,1491120,13.79,1,0,100.0
1594947,390822,5.41,1,1,23.77
1479180,1161397,13.07,0,0,63.0
1436026,560559,11.8,1,1,38.14
1975057,1110780,14.05,1,0,61.1
536907,1023169,13.97,0,0,100.0
687030,843826,5.53,1,1,76.04
605453,296464,11.09,0,0,50.06
871009,901246,6.25,1,1,67.36
368785,1132169,5.78,1,0,100.0
404535,1009468,9.48,1,0,100.0
900769,258260,5.98,1,1,24.97
379838,165064,12.28,1,0,45.37
770442,542492,14.69,1,0,62.14
469160,103365,10.7,0,0,31.9
672779,967947,7.35,0,0,91.5
641904,1319087,13.43,1,0,100.0
1076110,256971,13.53,0,0,42.31
1098488,1011169,12.33,1,0,68.32
778526,153700,11.15,1,1,36.73
520752,409221,13.68,1,0,61.78
1861945,1495257,6.63,1,0,57.72
1496220,118247,14.32,1,0,36.57
1037393,1281207,14.47,1,0,86.36
1448351,206270,13.72,1,0,35.61
1162261,891172,7.51,1,1,56.21
1140240,203560,13.58,1,0,35.12
1014422,1056648,9.98,1,0,67.96
1311127,1388618,10.95,1,0,78.15
934983,1493711,13.41,1,0,100.0
1926376,231142,5.3,1,1,14.23
366277,636901,8.63,0,0,99.91
1238660,1195283,13.16,0,0,75.97
280811,423921,13.14,1,0,97.18
979128,1053639,13.49,1,0,83.7
1041535,1050005,6.69,1,0,66.49
1712604,97003,12.06,1,0,25.18
1159131,457650,6.47,1,1,32.4
1616842,1013750,12.85,1,0,58.74
434104,758421,7.45,1,0,100.0
1791872,1493791,12.38,1,0,66.64
402346,1244497,9.55,0,0,100.0
1805266,820448,14.86,1,0,50.69
384456,889232,10.8,1,0,100.0
1647585,841877,11.33,1,1,44.36
1744619,558524,8.68,1,1,33.93
336643,1129729,12.35,1,0,100.0
1738659,184411,9.95,1,1,28.69
1362126,630526,5.18,1,1,38.47
684146,462610,11.09,1,1,60.85
1160652,1414591,13.3,1,0,84.9
291218,937104,7.37,1,0,100.0
1381872,346751,7.21,1,1,24.71
1748485,102055,11.09,1,1,22.1
1767343,1203085,13.18,1,0,56.9
1428343,1234043,7.5,1,0,58.32
1107211,701666,14.32,1,0,64.05
1640434,1186263,14.27,1,0,65.6
1488592,1425798,7.01,0,0,65.64
232441,1495483,7.64,1,0,100.0
1486614,450686,12.01,0,0,38.01
894489,1201228,14.52,1,0,99.54
955612,375341,12.1,1,0,39.36
1864986,985280,9.45,1,1,45.13
244760,252668,6.69,1,0,63.68
1247159,1496092,9.61,0,0,76.25
485622,1161177,11.07,1,0,100.0
1596436,186559,8.31,1,1,21.9
867540,86282,10.1,0,0,28.26
298538,1324713,6.3,1,0,100.0
1788236,1476167,9.52,1,0,61.88
1016228,670086,5.91,0,0,46.12
1175776,209876,5.49,1,1,16.01
711511,715275,13.57,1,0,78.16
1469611,1371878,7.05,1,0,58.52
1085258,255229,10.75,0,0,31.21
582736,60547,6.49,0,0,14.12
1604355,1449433,7.63,0,0,61.79
1883886,1079293,8.61,1,0,46.7
778328,1363179,6.44,1,0,97.65
1061789,113146,5.46,0,0,13.88
1975304,1464297,13.77,1,0,67.34
1851220,682049,5.12,1,1,31.59
1526931,1464447,5.61,0,0,59.1
567570,1411180,13.05,0,0,100.0
467986,132970,7.82,0,0,25.4
656331,766177,12.23,0,0,80.54
1636457,1267895,6.46,1,0,53.97
1556688,589707,7.37,1,1,34.69
1003940,1068057,10.73,1,0,76.83
353077,609865,14.89,1,0,100.0
1303151,1101497,5.73,1,0,56.27
1722534,972180,9.01,1,1,46.05
1922907,529177,5.43,1,1,20.46
618815,1068225,6.99,1,0,96.09
680808,194535,14.07,1,0,45.74
1839778,571317,5.96,1,1,28.74
973422,699822,13.57,1,0,60.88
791343,122828,6.78,1,1,23.89
1860561,697937,13.62,1,0,42.35
830527,1058449,10.38,0,0,85.93
435469,1449782,13.78,0,0,100.0
1371682,105152,6.52,1,1,13.37
991787,1318649,12.62,0,0,88.14
667835,408635,11.81,1,1,53.89
500486,273393,10.43,1,1,49.6
202257,136569,13.11,1,0,55.25
1538084,1034131,11.48,1,0,56.57
1928908,731132,13.77,1,0,42.32
1360291,733850,8.81,1,1,42.01
1275230,172537,10.9,1,1,30.69
1984705,103806,13.71,0,0,32.42
543567,1383040,7.15,1,0,100.0
491464,1439691,9.86,1,0,100.0
745096,1271793,14.61,1,0,100.0
776677,1293336,9.74,0,0,100.0
688906,1409301,7.53,1,0,100.0
318581,1060065,8.51,1,0,100.0
1376503,930077,13.85,0,0,65.05
1283349,595042,14.55,1,0,54.08
1955104,119837,14.5,1,0,32.06
1669539,995424,11.99,1,1,57.13
538540,268811,10.1,0,0,48.21
701590,689068,6.83,0,0,57.82
1618412,661369,6.23,0,0,32.68
1463340,1064138,5.6,0,0,42.98
1830369,1421242,5.18,1,0,47.26
1072328,1041596,13.78,0,0,79.17
1790999,1210675,13.09,1,0,64.42
815175,135015,10.68,0,0,27.06
1370694,679275,14.99,0,0,49.97
1213539,628621,14.53,0,0,53.98
1558097,1091680,11.55,0,0,56.48
1403202,1275747,9.65,0,0,66.53
1048923,762706,6.52,1,1,49.35
1494315,700660,10.16,1,1,42.75
678356,443522,6.58,0,0,43.15
479067,400639,8.98,1,0,63.06
1558311,644055,14.43,0,0,47.01
1835125,1202908,8.42,0,0,45.16
516480,580624,6.53,1,1,69.92
536227,424344,10.82,1,1,59.38
1833812,780526,11.02,1,1,45.45
1489467,1377976,6.94,0,0,55.95
364074,804805,6.97,1,0,100.0
673314,230889,14.9,1,0,43.81
1758028,345863,7.43,1,1,23.27
488816,95704,13.38,1,0,36.36
990645,866445,9.7,1,1,67.03
1389941,392135,9.35,1,1,35.03
1217481,1439068,7.95,1,0,71.45
1697652,276884,12.74,1,0,33.02
262507,1266424,13.81,1,0,100.0
1305710,1370780,7.61,0,0,69.73
333172,1097640,5.95,1,0,100.0
441225,974159,6.37,1,0,100.0
393069,793470,12.93,1,0,100.0
1014604,362067,9.36,1,1,35.34
1006564,128563,6.32,1,1,23.9
1809473,1188355,8.4,1,0,54.11
1422613,987243,10.14,1,1,57.05
1911952,149704,13.52,1,0,34.78
1681571,1360333,11.42,0,0,62.22
696013,160234,6.76,1,1,25.85
494025,1422407,6.59,1,0,100.0
937954,86491,9.12,1,1,26.71
1010904,800909,5.75,1,1,50.82
1748674,954367,12.56,0,0,52.77
907173,1444498,9.01,0,0,100.0
955728,972285,8.43,1,1,70.7
1506379,1119024,10.09,1,0,55.54
1939957,554393,12.09,1,0,34.34
516275,1412270,10.69,0,0,100.0
879447,333590,13.02,1,0,43.4
1261404,388723,11.29,1,1,36.04
1179114,790749,12.88,1,0,54.67
1083096,951111,11.97,1,1,67.17
716835,1184191,6.93,0,0,92.52
856761,67101,5.52,1,1,12.16
1001625,1033682,14.03,1,0,82.54
1472037,340160,14.46,1,0,40.42
638080,664769,12.27,1,0,75.36
1662099,627090,12.24,1,0,40.2
1613238,260005,7.7,1,1,27.12
481755,96539,10.42,1,0,34.9
899151,1022100,14.92,0,0,86.86
538384,820569,13.56,1,0,100.0
1488295,466232,8.04,0,0,31.39
932763,1284848,8.01,0,0,80.97
1041675,165042,9.84,0,0,22.77
466010,177922,9.05,0,0,33.47
887605,142447,8.71,0,0,26.67
1686516,1444122,11.27,1,0,63.56
1115113,1403327,5.11,0,0,74.63
795642,1257269,12.63,1,0,100.0
1299950,1111399,12.4,1,0,65.88
314397,1128562,13.3,0,0,100.0
448552,695970,13.41,1,0,100.0
586721,1488645,10.66,1,0,100.0
623332,300476,12.8,1,0,52.89
492575,1156347,9.92,1,0,100.0
1659700,1153549,14.52,1,0,60.36
229336,1185415,6.91,1,0,100.0
1027424,217605,14.16,1,0,43.46
1303926,1062714,7.59,1,0,53.19
1842425,566754,6.03,1,1,23.01
710470,1199707,9.39,1,0,100.0
1309816,1428314,11.15,0,0,74.44
875453,762261,7.31,1,1,62.73
1647947,585807,10.56,0,0,39.64
1819471,736475,13.08,1,0,51.06
1150991,1033770,7.57,1,0,62.9
1959604,51832,10.8,1,1,25.15
381196,1008872,8.39,1,0,100.0
515014,155474,10.3,1,1,36.74
1698339,644003,11.67,1,1,37.41
1836974,908267,8.5,1,1,40.65
1433202,87570,14.94,1,0,30.13
876296,531193,10.64,1,1,50.93
579039,711975,13.24,0,0,87.66
728714,1136887,12.25,1,0,98.78
944199,1450965,13.53,1,0,99.13
1014038,677475,6.74,0,0,43.27
641048,1185455,7.23,1,0,100.0
752439,590027,9.87,0,0,61.51
473452,116202,13.52,1,0,42.3
440853,148580,6.98,0,0,28.57
978883,1178175,14.71,1,0,86.96
376743,739009,6.28,0,0,100.0
1338882,805724,6.75,1,1,43.31
949468,1014949,6.67,1,0,65.61
1093416,1400190,10.86,1,0,89.11
1775068,1435685,14.18,1,0,70.62
292769,1486052,7.55,1,0,100.0
1335841,753981,10.53,1,1,54.15
1017563,1490401,6.76,0,0,89.46
1301004,1000430,11.31,0,0,63.27
1806734,350141,6.23,0,0,19.32
827835,241012,9.91,1,1,38.43
960278,746084,11.55,1,1,61.69
1297643,934237,10.79,1,1,55.55
1176089,212776,6.4,1,1,23.39
962371,434346,6.61,1,1,32.9
1360793,1057227,11.71,0,0,66.34
1666760,816230,13.09,0,0,54.21
1871798,52526,14.08,1,0,29.21
342980,992190,13.14,0,0,100.0
702367,1367294,14.74,1,0,100.0
536851,320877,9.08,0,0,44.54
409329,362434,8.31,1,0,58.59
457354,384937,5.28,1,0,52.47
1771982,86051,9.5,1,1,16.64
1309791,65909,11.51,1,1,28.19
1959771,532898,13.15,1,0,36.87
511573,1175914,7.67,0,0,100.0
1880912,1388853,10.14,0,0,52.42
1418106,653350,11.62,0,0,46.6
377241,1280556,10.52,1,0,100.0
338731,454494,7.74,1,0,79.95
653830,423690,12.96,0,0,60.4
964265,1031769,6.73,1,0,69.17
539384,796447,14.05,1,0,100.0
1674585,890592,14.53,1,0,54.29
313688,1415119,8.66,1,0,100.0
508617,861730,8.76,1,1,100.0
1083194,281946,12.43,1,0,38.78
944748,727551,9.56,1,1,60.82
1739410,1262740,5.29,1,0,44.32
1093388,139407,14.2,0,0,32.1
580596,1304905,9.31,0,0,100.0
1959687,547165,7.03,1,1,23.75
1112743,887529,10.56,0,0,59.37
934275,997783,7.19,1,1,66.84
1517726,513238,7.06,1,1,30.98
1497819,609486,10.46,1,1,38.81
1234186,1323871,8.91,0,0,75.52
798506,1085702,10.73,1,0,87.29
1444992,1046196,14.97,1,0,69.66
756718,1028536,13.59,0,0,94.59
223091,1100595,5.08,1,0,100.0
1796853,655743,5.51,0,0,25.38
1324027,790599,11.1,1,1,52.5
1225592,199776,11.26,0,0,35.28
218990,1247678,13.78,1,0,100.0
552414,439027,11.29,1,1,65.52
1066792,905877,7.28,1,1,54.63
450541,909983,9.69,1,0,100.0
1022513,53420,13.09,1,0,27.3
866393,896307,14.23,0,0,80.04
1618992,228725,7.37,1,1,18.68
324932,591028,10.4,0,0,100.0
1239955,1425983,6.59,1,0,70.84
468083,1063368,9.97,1,0,100.0
1361576,1032063,5.9,1,0,53.39
1951498,593753,14.42,0,0,42.1
759351,494648,11.38,0,0,60.17
693216,584940,13.54,1,0,72.75
1980657,508189,14.98,1,0,41.82
882405,359815,6.83,1,1,31.31
1758426,1343865,11.94,1,0,57.81
1686561,139342,13.87,0,0,29.21
1033550,1379891,10.76,1,0,92.12
1333279,1315777,11.4,0,0,70.06
695164,1358396,9.08,0,0,100.0
1663417,1285340,11.75,0,0,57.36
1901421,108541,8.96,1,1,18.75
489220,59470,9.77,0,0,22.78
1501893,1082657,6.03,1,0,44.13
1444453,618596,5.08,0,0,36.08
1595285,185669,5.55,0,0,14.6
681725,211860,6.93,1,1,24.46
1025553,1032524,9.57,1,0,73.92
1017865,1148053,5.21,1,0,67.6
767597,682549,6.56,1,1,53.41
1053900,676754,12.81,0,0,53.04
637470,345215,12.62,1,0,48.4
1606978,513819,12.9,1,0,42.7
1155357,120560,14.22,1,0,29.28
1024837,829680,6.19,1,1,53.54
1184156,1437482,6.63,1,0,75.48
1816391,1265047,8.34,0,0,47.98
1063659,564295,14.15,0,0,54.71
1117996,1342989,12.75,1,0,90.2
948778,1287087,8.24,0,0,87.67
339883,1470683,5.88,1,0,100.0
1866208,1327205,11.16,1,0,58.06
1403920,836960,7.57,1,1,43.89
1211439,1207382,10.31,1,0,69.97
1713802,1259962,14.42,0,0,68.25
947852,677267,10.73,1,1,57.73
1820017,985551,14.24,1,0,58.2
1356618,1133685,8.93,1,0,64.34
1302686,1408218,11.33,1,0,78.12
1393627,1416528,13.94,1,0,79.73
963461,786152,10.88,1,1,61.62
228328,425987,11.15,1,0,100.0
837199,556775,12.16,0,0,56.31
1523587,1435140,13.82,1,0,74.94
1307810,1468167,5.88,1,0,63.24
1012283,514702,8.37,0,0,41.92
1017711,1165472,8.98,0,0,78.84
1475711,1202007,14.1,1,0,73.69
1846266,465162,14.56,0,0,45.27
1001881,1303914,6.2,0,0,74.19
538365,858593,6.19,1,1,88.67
1075512,77738,14.35,0,0,31.25
1778315,107153,7.96,0,0,16.19
1335754,111009,7.42,1,1,20.76
1485138,935978,5.36,1,1,38.08
1549590,534469,7.76,1,1,32.2
1607286,1416991,11.94,1,0,65.76
585893,846229,9.26,1,1,91.69
1372341,1446850,10.17,1,0,76.03
1635601,121942,14.17,0,0,36.3
1148377,168065,6.15,0,0,24.26
328389,1374685,5.71,1,0,100.0
913987,1374453,13.52,1,0,100.0
1445803,496439,12.75,1,0,43.59
692402,1487902,7.64,1,0,100.0
1011804,732286,8.24,1,1,56.18
990074,734143,8.1,0,0,49.58
460220,657648,11.48,1,0,98.88
1669793,1266042,5.61,1,0,49.6
496208,1469098,9.89,1,0,100.0
950186,770156,6.34,0,0,51.59
1000554,340431,13.2,1,0,45.92
1317007,1180680,8.81,1,0,64.23
1304321,1447636,10.28,0,0,78.35
1298657,282321,5.29,1,1,18.98
1126215,187837,5.58,1,1,16.2
416204,494842,11.75,1,0,85.17
1136297,794067,12.67,0,0,58.27
1649991,191879,12.1,0,0,27.24
800541,60204,12.37,1,0,25.65
498335,763304,6.05,1,0,85.17
1359662,152903,11.93,1,1,28.75
656285,465874,6.82,1,1,46.74
1174250,873513,5.98,0,0,53.09
614758,830975,12.57,1,0,94.62
624528,915754,13.89,1,0,100.0
638458,624592,12.17,1,0,72.29
1088403,1419268,13.06,1,0,92.32
818071,1078341,14.91,1,0,95.74
1898545,1459167,6.35,1,0,47.8
812181,386239,14.65,0,0,48.56
1172892,1190170,11.01,0,0,74.59
1748373,400425,13.13,0,0,33.92
358763,875177,11.5,1,0,100.0
1850824,552939,10.7,1,1,35.76
1271177,1272196,12.04,1,0,76.5
1235811,191753,8.2,1,1,26.85
611236,188056,14.24,1,0,47.6
339227,208651,6.15,0,0,40.05
1973055,284347,8.18,1,1,28.42
1198555,736841,5.31,1,1,43.99
892137,1099520,7.71,1,0,73.61
481854,668281,7.18,1,0,87.11
570858,321258,5.5,1,1,39.13
879892,876278,9.92,1,1,65.3
1901591,789026,9.69,1,1,36.45
1836091,1307496,5.78,1,0,46.5
860327,1355381,7.62,1,0,94.32
1857153,1393316,14.53,1,0,71.05
351094,678375,6.11,1,0,100.0
1685255,1042791,8.05,1,0,46.78
930031,843339,5.36,1,1,53.32
992154,305035,6.49,0,0,28.94
1931349,1257762,11.99,1,0,60.63
1067482,396990,8.67,1,1,36.61
1751224,855428,9.52,1,1,43.56
679083,1497839,6.57,1,0,100.0
1594316,1389487,11.82,1,0,63.69
1654089,1377067,12.52,1,0,70.72
268323,152063,6.81,1,0,42.73
1534536,420729,5.45,1,1,26.47
1813559,1166014,5.81,1,0,46.96
1661494,1194935,11.57,1,0,60.45
618458,473756,6.36,1,1,52.43
1304417,704539,9.94,1,1,49.18
590642,506985,6.53,1,1,51.5
398784,746203,6.7,1,0,100.0
307096,77690,5.04,0,0,27.36
1341340,577282,8.21,1,1,35.52
646790,1202109,5.9,0,0,100.0
810032,1166122,8.94,1,0,86.61
1014914,1499169,10.98,1,0,94.05
1782035,390716,8.68,1,1,30.49
1873619,600755,12.05,1,0,41.56
1740724,820878,12.41,1,0,47.54
1880989,705408,11.97,1,1,47.07
568226,218050,14.37,1,0,50.68
1252272,563672,7.37,1,1,34.93
326310,1049078,6.89,0,0,100.0
875673,929577,11.1,1,1,79.06
1005581,754582,10.95,0,0,54.64
1294316,622403,10.1,1,1,45.06
306611,926038,5.04,1,0,100.0
598172,1153183,10.55,0,0,100.0
668947,1120572,14.33,0,0,100.0
675828,1022425,8.35,0,0,95.51
973210,1182273,14.68,1,0,86.95
528785,1406742,8.57,1,0,100.0
1836675,876580,6.4,1,1,33.13
645376,402868,8.98,1,1,48.93
906673,289190,9.95,0,0,38.11
1836096,58888,11.29,1,1,24.52
1001849,485413,10.05,0,0,47.83
1928665,1051830,10.37,1,0,49.18
1361068,1320008,5.24,1,0,58.29
1278675,411085,7.54,1,1,35.41
1235891,329477,8.11,0,0,24.91
953494,551616,14.87,0,0,58.55
623177,610643,7.96,1,1,66.52
842762,280487,13.97,1,0,47.94
1519976,703974,8.05,1,1,39.67
1727912,517119,5.96,1,1,30.74
967876,1033762,7.48,1,0,67.63
1807545,823890,7.73,1,1,36.42
1339904,299434,14.78,0,0,45.47
1991376,939602,11.74,1,1,48.74
1182293,1436395,14.32,0,0,88.64
505505,1279502,13.35,1,0,100.0
1706295,641952,10.79,1,1,42.22
1283116,550638,11.75,1,1,46.34
1406184,660441,11.25,0,0,48.27
1333276,1354925,11.66,1,0,76.51
1180547,1000128,7.65,1,0,57.59
540676,621284,9.08,1,1,74.81
1960511,359091,10.93,1,1,35.11
589770,471172,5.36,0,0,50.64
1644663,501813,9.83,1,1,32.07
246002,702632,13.6,1,0,100.0
1298388,279685,9.92,1,1,25.95
615842,377608,10.52,0,0,53.93
915339,185024,7.02,1,1,20.42
1506482,1024384,12.94,1,0,56.0
1357522,233273,8.59,0,0,30.24
1315244,694742,14.57,1,0,58.28
299003,174444,14.94,1,0,58.19
1984006,424319,14.16,1,0,36.41
420462,354604,5.85,1,0,57.3
919174,1252444,8.33,1,0,89.47
828889,212818,14.45,0,0,41.82
469956,530001,13.05,1,0,83.29
261844,1098591,14.11,1,0,100.0
1974029,1255605,10.73,1,0,54.16
595395,655829,9.8,0,0,73.68
1947734,1483414,6.06,1,0,53.66
1323177,212948,13.39,1,0,33.6
1125779,766087,12.45,0,0,60.41
510001,1145622,5.59,0,0,100.0
587699,1108335,7.09,0,0,100.0
1743276,1278080,10.57,1,0,53.2
1531420,1367132,11.84,1,0,67.47
632680,332648,6.38,0,0,35.68
1421999,1469220,7.45,0,0,71.5
293330,320651,6.93,1,0,71.5
425391,1119626,7.2,0,0,100.0
413606,448036,14.21,1,0,85.62
607085,536383,12.16,1,0,66.12
391387,1198729,12.37,1,0,100.0
1489709,281329,12.94,1,0,40.28
1735480,626209,8.57,1,1,33.08
614170,1089786,12.67,0,0,100.0
886915,187912,14.78,1,0,38.36
1574073,546586,11.98,1,1,36.44
1723982,605728,9.17,1,1,34.58
638242,688803,12.16,1,0,83.26
562916,1483903,14.01,1,0,100.0
378048,378443,6.29,1,0,64.59
1198082,1059589,7.65,1,0,56.9
1602222,1137599,14.19,1,0,60.34
1624663,1279677,14.46,1,0,72.16
571994,352085,9.84,1,1,49.59
1817959,958109,8.75,1,1,38.89
1393918,792319,7.83,1,1,42.02
886268,126054,9.99,1,1,24.05
1001955,1426083,14.35,1,0,100.0
1311009,551772,6.5,1,1,36.61
744279,636030,9.2,1,1,61.1
472919,1091963,14.12,0,0,100.0
1719593,619503,8.49,1,1,30.57
547139,1092585,12.68,1,0,100.0
1178754,209245,8.89,0,0,29.72
347745,896200,13.05,1,0,100.0
1895672,1340019,14.81,0,0,62.49
1930992,1202167,8.88,0,0,44.1
337686,1347621,13.45,1,0,100.0
1255991,112583,14.88,1,0,36.09
1685676,305931,14.84,1,0,35.66
1155230,1258572,9.34,0,0,73.52
1547764,1390824,9.86,0,0,63.86
1961085,814948,8.03,1,1,38.88
1417192,874026,8.14,1,1,50.72
249976,315808,9.92,0,0,81.08
625468,771393,7.01,1,1,79.73
465976,504377,12.11,1,0,80.41
1470459,778537,10.36,1,1,42.56
411509,702692,13.98,1,0,100.0
1745541,1300240,13.11,0,0,63.41
1767399,1393619,8.22,1,0,60.32
419526,907411,10.06,1,0,100.0
1595796,591529,12.51,0,0,44.47
1194620,882643,6.93,1,1,55.36
1961663,255320,5.32,1,1,14.86
238578,1041261,13.52,1,0,100.0
814741,81346,6.38,0,0,20.28
1664110,416595,13.89,1,0,42.21
1062147,782484,14.14,1,0,68.5
408859,1247590,9.61,0,0,100.0
311435,872805,13.07,1,0,100.0
940389,946445,8.63,1,1,67.93
1400114,1100592,13.58,1,0,64.96
245475,1013813,13.25,1,0,100.0
1046574,581562,5.79,0,0,39.91
1989096,1075743,10.83,0,0,44.18
1406212,65748,11.4,0,0,20.5
1402060,919440,5.01,1,1,38.45
1342102,703576,14.8,1,0,57.54
1299577,477345,9.07,1,1,35.58
1044081,1299657,10.17,0,0,82.52
392029,466706,6.95,1,0,71.86
628733,942055,11.11,0,0,94.67
868516,222507,13.11,1,0,37.61
1140568,570140,10.86,0,0,43.65
1798575,273023,12.88,1,0,35.14
1802970,1443826,12.31,1,0,60.68
1731064,987302,7.38,0,0,43.45
1641149,1415358,9.36,1,0,61.61
417583,1167648,6.49,1,0,100.0
563898,1165885,5.42,1,0,100.0
338286,1259542,5.63,1,0,100.0
427189,551775,14.42,1,0,94.12
1375055,1485444,14.85,1,0,86.81
1668919,235639,5.95,1,1,16.31
1384789,760419,8.35,1,1,47.07
753172,1482132,6.14,1,0,100.0
1513428,468810,13.34,1,0,38.29
1004807,354893,9.96,0,0,33.93
1787952,910966,11.21,0,0,45.11
1568335,1350325,10.4,1,0,65.67
1620858,319284,12.1,1,0,31.49
1948982,1423946,8.19,1,0,53.95
472158,812449,6.37,0,0,96.34
1968361,925247,5.18,1,1,32.52
1645065,1381211,9.46,0,0,64.8
902495,249888,14.08,1,0,42.01
1613562,216052,8.05,0,0,23.8
1738814,1325173,6.96,1,0,48.92
278077,1106654,14.26,1,0,100.0
1388360,665942,6.05,1,1,35.21
1454352,179101,5.52,1,1,20.75
515018,532737,13.79,1,0,76.71
269087,591285,12.01,1,0,100.0
1013560,523026,9.22,1,1,47.96
1841232,706228,12.52,1,0,48.56
943859,558715,12.41,0,0,59.36
1589678,469614,5.4,1,1,28.2
495064,262650,11.76,1,0,45.8
451514,409500,11.41,0,0,71.88
1128660,1474431,14.64,0,0,98.45
342180,857678,14.67,0,0,100.0
984192,201633,8.78,1,1,23.48
635928,1133088,10.9,0,0,100.0
1120114,1068064,6.41,0,0,57.6
801891,275226,5.66,0,0,27.9
1282448,1307043,9.33,0,0,71.86
1521448,894297,11.9,1,1,54.87
557246,991084,10.68,1,1,100.0
1737111,514175,9.3,1,1,33.16
1632769,939825,13.18,0,0,55.25
285774,646432,12.94,1,0,100.0
588518,747845,12.32,1,0,89.49
1447098,1215939,5.77,1,0,56.03
1468933,362809,12.96,0,0,39.91
612672,231675,14.19,1,0,48.69
1314518,1250686,5.59,1,0,62.89
737977,667830,9.02,1,1,61.85
1806140,937743,14.88,1,0,55.0
1758141,216964,10.99,1,1,26.95
1771128,444969,10.14,1,1,35.49
826256,1062571,6.77,1,0,81.52
613089,723356,10.65,1,1,78.87
790504,905243,9.39,0,0,72.46
1988380,1012715,6.27,1,0,37.95
546184,166737,9.64,1,1,39.39
745932,506036,6.64,1,1,44.24
262021,312968,12.31,1,0,83.86
892485,692006,14.74,1,0,65.96
660115,378761,9.7,1,1,52.32
242291,1372237,11.32,0,0,100.0
628276,1463788,9.31,0,0,100.0
594754,517018,6.38,0,0,51.31
1153680,529818,14.71,1,0,53.91
503664,1308061,6.3,1,0,100.0
225675,322126,6.12,1,0,83.74
873647,469814,9.59,1,1,46.38
462318,195711,11.59,1,0,45.27
1340844,950050,8.55,1,1,55.76
1545718,1108271,6.93,1,0,47.7
908672,1147158,13.19,0,0,87.06
829698,1391814,8.63,0,0,100.0
537369,1382907,6.94,1,0,100.0
1595811,954445,8.65,1,1,44.46
512863,703009,7.15,1,1,77.85
329887,680971,10.19,1,0,100.0
496063,569382,11.68,1,0,77.32
1583875,1058725,13.0,1,0,63.99
533713,1010985,7.28,1,0,100.0
1450130,197049,6.67,1,1,23.63
758963,1095323,5.2,0,0,85.62
1743586,1462160,7.28,0,0,57.07
1005351,285994,5.24,1,1,24.09
990605,1303149,8.45,1,0,82.64
571513,1159057,6.46,1,0,100.0
1012832,339884,10.8,0,0,39.78
381517,1018147,8.84,1,0,100.0
270305,1372601,5.94,1,0,100.0
892924,1397716,9.0,1,0,95.31
1687606,737537,7.09,1,1,31.64
672963,1164702,11.8,0,0,100.0
1861655,1417251,8.64,0,0,52.62
1407610,76119,6.47,0,0,19.03
678108,692032,8.5,0,0,64.08
1203346,1215470,7.24,1,0,63.59
794821,1257563,12.96,0,0,100.0
387256,1494500,14.83,1,0,100.0
676128,481965,5.25,0,0,44.49
1223920,1143565,11.9,0,0,71.58
1090023,1025648,7.64,1,0,61.06
1914514,1105129,5.66,1,0,37.21
1903924,51379,5.14,1,1,9.89
1922560,402935,13.81,1,0,39.46
1233668,1466384,8.54,0,0,78.68
1025626,119306,14.95,1,0,34.42
1620623,1342401,9.42,1,0,56.78
1642181,976592,6.88,0,0,39.89
1610023,561030,12.77,1,0,46.09
442188,328494,14.26,1,0,67.2
576047,1198175,13.16,0,0,100.0
1053823,1440229,12.45,1,0,93.12
437501,592057,8.35,0,0,83.94
1568722,752609,5.64,1,1,32.38
497675,675872,7.01,1,0,78.61
908175,1407085,9.47,0,0,92.95
1777850,362329,14.56,1,0,44.23
